age_5;2010;2020;;
(0,25];18;25;;
(25,30];28;40;;
(30,35];28;30;;
(35,40];71;48;;
(40,45];84;47;;
(45,50];87;71;;
(50,55];76;85;;
(55,60];48;90;;
(60,65];14;23;;
(65,70];7;13;;
(70,Inf];11;12;;
