annee;dim;n_exploit;sau_ha;ugb;etp;pbs
2010;microexploitations;79;1232,73;855,401;70,1938902;843,18692
2010;petites;194;6372,97;11781,787;307,6090981;12505,86887
2010;moyennes;107;5434,83;13558,529;228,1716171;14710,19783
2010;grandes;6;337,06;1454,494;17,1182317;3140,40212
2020;microexploitations;75;924,2;746,535;51,4600794;723,66655
2020;petites;161;6034,5;10232,612;219,6906349;10939,31515
2020;moyennes;112;6125,36;14346,326;229,1081746;15664,27273
2020;grandes;8;357,69;2067,29;18,375;3093,31784
