annee;dim;n_exploit;sau_ha;ugb;etp;pbs
2010;microexploitations;197;1955,05;1589,494;153,6969461;1721,3056
2010;petites;268;8774,94;14502,337;402,440772;16561,354898
2010;moyennes;101;5015,61;11553,013;202,9787745;13963,03327
2010;grandes;10;561,21;2499,228;56,6053748;12474,95117
2020;microexploitations;188;2355,55;1557,893;105,1863492;1727,13297
2020;petites;199;6761,42;10779,089;255,0701587;12304,54077
2020;moyennes;108;5779,08;13122,142;200,7138889;15270,68718
2020;grandes;13;759,55;2907,85;32,2483333;6657,68932
