annee;stat_r;n_exploit;sau_ha;ugb;etp;pbs
2010;exploitations individuelles;435;11445,4;17266,845;454,8356616;21242,50233
2010;GAEC;53;3471,79;6880,029;138,4885745;7880,38864
2010;EARL;126;6066,41;11855,258;206,2616893;15162,50031
2010;autres statuts;28;1092,09;2887,083;39,1752214;3495,94213
2020;exploitations individuelles;314;8477,88;11096,474;289,2172222;13920,52898
2020;GAEC;65;4520,97;8833,55;147,5955556;10508,66544
2020;EARL;142;7052,98;12941,096;204,1077778;15906,08838
2020;autres statuts;31;1283,63;1589,916;30,695;2876,74472
