age_5;2010;2020;;
(0,25];9;8;;
(25,30];37;36;;
(30,35];66;39;;
(35,40];98;81;;
(40,45];122;77;;
(45,50];133;98;;
(50,55];126;109;;
(55,60];122;120;;
(60,65];42;51;;
(65,70];23;28;;
(70,Inf];36;28;;
