age_5;2010;2020;;
(0,25];24;14;;
(25,30];32;24;;
(30,35];57;57;;
(35,40];85;56;;
(40,45];88;83;;
(45,50];118;89;;
(50,55];93;79;;
(55,60];106;112;;
(60,65];40;42;;
(65,70];13;30;;
(70,Inf];30;28;;
