insee_com;territoire;;;
64009;Sud Pays Basque;;;
64014;Sud Pays Basque;;;
64035;Sud Pays Basque;;;
64065;Sud Pays Basque;;;
64130;Sud Pays Basque;;;
64189;Sud Pays Basque;;;
64249;Sud Pays Basque;;;
64260;Sud Pays Basque;;;
64483;Sud Pays Basque;;;
64495;Sud Pays Basque;;;
64504;Sud Pays Basque;;;
64545;Sud Pays Basque;;;
