annee;dim;n_exploit;sau_ha;ugb;etp;pbs
2010;microexploitations;184;2306,02;1890,876;131,3549938;2019,25166
2010;petites;535;14573,88;31413,859;741,9561538;34757,84701
2010;moyennes;150;6191,65;15575,325;310,6936889;20094,37257
2010;grandes;6;173,69;1618,71;29,1686681;3828,85694
2020;microexploitations;179;2205,38;1637,353;131,4830159;1726,10105
2020;petites;410;11751,33;23897,931;537,6949206;26489,57846
2020;moyennes;170;7729,47;19916,361;343,9076984;23809,24731
2020;grandes;11;428,86;5081,308;50,4284921;5833,23207
